index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
345,29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,67,1,nonexistent,no
346,43,admin.,married,high.school,no,yes,no,cellular,may,fri,126,2,failure,no
347,47,entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,fri,39,3,nonexistent,no
348,45,unemployed,divorced,basic.4y,no,yes,no,cellular,aug,wed,156,1,nonexistent,no
349,39,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,181,1,nonexistent,no
350,36,admin.,married,high.school,no,yes,no,cellular,jul,tue,649,2,nonexistent,no
351,21,services,single,basic.9y,no,no,no,cellular,apr,mon,293,2,nonexistent,no
352,28,admin.,married,high.school,unknown,no,no,cellular,jul,tue,60,3,nonexistent,no
353,48,services,divorced,high.school,no,yes,no,cellular,apr,mon,365,1,nonexistent,no
354,43,management,married,university.degree,no,no,no,cellular,aug,mon,75,1,nonexistent,no
355,37,admin.,single,university.degree,no,no,yes,cellular,aug,mon,220,2,nonexistent,no
356,59,retired,divorced,professional.course,no,yes,no,cellular,may,wed,281,3,nonexistent,no
357,31,entrepreneur,married,basic.6y,no,yes,no,telephone,may,fri,108,3,nonexistent,no
358,57,technician,single,university.degree,unknown,yes,no,cellular,aug,wed,107,8,nonexistent,no
359,44,services,married,high.school,no,no,no,cellular,aug,thu,464,3,nonexistent,no
360,57,management,divorced,university.degree,unknown,yes,yes,telephone,jun,tue,236,2,nonexistent,no
361,26,unknown,single,high.school,unknown,no,no,telephone,jun,thu,237,5,nonexistent,no
362,43,retired,married,high.school,no,yes,no,cellular,nov,fri,83,1,nonexistent,no
363,34,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,232,2,nonexistent,no
364,48,admin.,married,high.school,no,no,no,cellular,nov,wed,1061,4,nonexistent,yes
365,32,admin.,divorced,high.school,no,yes,no,telephone,may,fri,324,2,nonexistent,no
366,38,technician,single,professional.course,no,yes,no,cellular,may,mon,202,3,failure,no
367,37,admin.,single,university.degree,unknown,no,yes,cellular,jul,tue,133,4,nonexistent,no
368,29,admin.,single,university.degree,unknown,yes,no,cellular,may,fri,104,2,nonexistent,no
369,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,68,2,nonexistent,no
370,52,management,divorced,university.degree,no,no,no,telephone,jun,thu,20,1,nonexistent,no
371,48,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,mon,119,2,nonexistent,no
372,30,services,single,unknown,no,yes,no,telephone,may,tue,205,3,nonexistent,no
373,41,technician,married,professional.course,no,no,no,cellular,aug,mon,203,2,nonexistent,no
374,24,admin.,single,university.degree,no,yes,no,cellular,apr,mon,393,3,nonexistent,no
375,57,management,divorced,university.degree,unknown,yes,no,cellular,apr,mon,108,1,nonexistent,no
377,51,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,293,7,nonexistent,no
378,41,technician,married,university.degree,unknown,no,yes,cellular,apr,thu,272,1,failure,no
379,25,management,single,university.degree,no,yes,no,cellular,may,mon,362,5,nonexistent,no
380,47,admin.,single,university.degree,no,no,no,cellular,jul,tue,108,1,nonexistent,no
381,34,admin.,single,high.school,no,yes,no,cellular,jul,fri,108,1,nonexistent,no
382,40,admin.,married,basic.9y,unknown,yes,yes,telephone,may,mon,184,4,nonexistent,no
383,29,blue-collar,single,unknown,no,no,no,telephone,may,fri,92,3,nonexistent,no
384,33,unemployed,married,basic.9y,no,yes,no,telephone,nov,wed,41,1,nonexistent,no
385,47,admin.,married,university.degree,no,yes,no,telephone,may,fri,138,6,nonexistent,no
386,42,admin.,married,university.degree,no,yes,no,cellular,nov,fri,184,2,nonexistent,no
387,55,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,63,1,nonexistent,no
388,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,82,4,nonexistent,no
389,34,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,55,1,nonexistent,no
390,54,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,90,2,nonexistent,no
391,47,admin.,single,university.degree,no,no,no,cellular,aug,thu,429,1,nonexistent,no
392,39,services,married,high.school,no,yes,no,cellular,jul,thu,216,2,nonexistent,no
393,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,240,2,nonexistent,no
394,34,management,married,high.school,no,no,no,cellular,jul,tue,419,7,nonexistent,no
395,31,technician,single,university.degree,no,yes,yes,cellular,nov,fri,244,1,nonexistent,no
396,29,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri,158,1,nonexistent,no
397,43,services,married,high.school,unknown,yes,no,telephone,may,fri,99,6,nonexistent,no
398,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,112,4,nonexistent,no
399,44,admin.,single,university.degree,no,yes,no,telephone,nov,mon,124,1,nonexistent,no
400,32,management,single,university.degree,no,no,no,cellular,mar,mon,93,2,failure,no
401,37,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue,322,2,nonexistent,no
402,28,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,261,1,failure,yes
403,31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,142,2,nonexistent,no
404,33,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,116,2,failure,no
405,29,technician,single,university.degree,no,yes,no,telephone,may,mon,420,1,nonexistent,no
406,34,technician,divorced,professional.course,no,no,no,cellular,jul,tue,116,5,nonexistent,no
407,34,technician,divorced,unknown,no,yes,no,telephone,jul,thu,190,4,nonexistent,no
408,34,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,178,1,nonexistent,no
409,34,technician,single,professional.course,no,yes,no,cellular,aug,tue,251,1,nonexistent,no
410,36,admin.,married,university.degree,no,yes,no,cellular,may,fri,70,1,nonexistent,no
411,28,admin.,married,university.degree,no,no,no,cellular,jul,wed,118,1,nonexistent,no
413,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,37,1,nonexistent,no
414,53,management,married,university.degree,no,yes,yes,cellular,nov,tue,60,1,nonexistent,no
415,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,115,2,nonexistent,no
417,29,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,44,3,nonexistent,no
418,47,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,329,3,nonexistent,no
419,33,unemployed,single,university.degree,no,yes,no,cellular,aug,thu,89,2,nonexistent,no
420,56,services,divorced,high.school,unknown,yes,no,cellular,may,mon,125,2,failure,no
421,38,technician,married,professional.course,no,no,no,cellular,aug,fri,93,1,nonexistent,no
422,30,technician,single,professional.course,unknown,yes,yes,cellular,aug,mon,74,2,nonexistent,no
423,38,admin.,married,university.degree,no,no,no,cellular,aug,tue,122,2,nonexistent,no
424,37,services,married,high.school,no,no,no,telephone,may,thu,1187,2,nonexistent,no
426,38,unemployed,married,high.school,no,no,no,cellular,jul,mon,273,5,nonexistent,no
427,40,admin.,single,unknown,unknown,no,yes,telephone,may,mon,61,4,nonexistent,no
428,26,technician,single,professional.course,no,no,no,telephone,jun,tue,8,1,nonexistent,no
429,45,blue-collar,divorced,professional.course,unknown,yes,no,cellular,jul,wed,74,1,nonexistent,no
430,27,unemployed,married,high.school,no,yes,yes,telephone,may,mon,470,1,nonexistent,no
431,59,retired,single,high.school,no,no,no,telephone,jun,tue,193,1,nonexistent,no
432,49,unemployed,married,high.school,unknown,yes,no,cellular,aug,fri,109,1,nonexistent,no
433,29,services,divorced,high.school,no,no,no,telephone,may,wed,282,1,nonexistent,no
434,47,admin.,married,university.degree,no,yes,no,cellular,apr,thu,53,1,failure,no
435,43,housemaid,married,basic.4y,unknown,no,no,telephone,may,fri,246,1,nonexistent,no
436,28,services,married,high.school,no,no,no,cellular,jul,wed,240,2,nonexistent,no
437,35,admin.,single,university.degree,no,no,yes,cellular,aug,tue,371,1,nonexistent,no
438,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,68,2,nonexistent,no
439,58,management,single,professional.course,no,no,no,telephone,may,wed,233,1,nonexistent,no
440,36,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,21,10,nonexistent,no
441,26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,878,2,nonexistent,yes
442,50,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,137,2,nonexistent,no
443,27,admin.,single,university.degree,no,no,no,cellular,jul,fri,149,1,nonexistent,no
444,34,services,divorced,high.school,no,yes,no,telephone,sep,mon,11,1,failure,no
445,55,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,136,3,nonexistent,no
446,36,management,single,high.school,no,yes,no,cellular,apr,mon,508,1,nonexistent,no
447,33,technician,married,professional.course,no,yes,no,telephone,may,wed,120,1,nonexistent,no
448,44,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,480,2,nonexistent,no
449,28,services,single,high.school,no,unknown,unknown,cellular,may,tue,48,3,failure,no
450,30,blue-collar,married,unknown,no,no,no,telephone,may,wed,85,2,nonexistent,no
452,52,retired,divorced,professional.course,no,no,no,cellular,jul,tue,867,2,nonexistent,no
453,30,services,divorced,high.school,no,yes,no,telephone,may,thu,67,2,nonexistent,no
454,54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,mon,352,3,failure,yes
455,36,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,wed,175,4,nonexistent,no
456,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,843,2,nonexistent,no
457,29,technician,single,university.degree,no,no,no,telephone,jun,mon,78,1,nonexistent,no
458,45,services,married,high.school,unknown,yes,no,cellular,apr,mon,184,2,failure,no
459,30,admin.,married,university.degree,no,no,no,cellular,apr,thu,313,3,nonexistent,yes
460,36,admin.,single,high.school,no,unknown,unknown,cellular,dec,mon,480,1,failure,yes
461,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,78,1,nonexistent,no
462,30,management,married,university.degree,no,yes,no,telephone,may,thu,117,2,nonexistent,no
463,31,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,mon,153,3,nonexistent,no
464,44,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,471,3,nonexistent,no
466,44,admin.,single,university.degree,no,no,no,cellular,aug,mon,208,1,nonexistent,no
467,56,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,110,1,nonexistent,no
468,52,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,139,1,nonexistent,no
469,30,unemployed,divorced,high.school,no,no,no,cellular,jul,fri,167,3,nonexistent,no
470,41,housemaid,married,high.school,no,yes,no,cellular,jul,fri,440,4,nonexistent,no
471,33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,203,4,failure,yes
472,35,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,thu,57,1,nonexistent,no
473,56,technician,married,professional.course,no,yes,no,cellular,aug,thu,124,3,nonexistent,no
475,45,blue-collar,married,unknown,unknown,no,no,cellular,aug,tue,371,3,nonexistent,no
476,50,blue-collar,married,basic.6y,unknown,yes,no,telephone,nov,mon,105,3,nonexistent,no
477,29,admin.,married,high.school,no,yes,no,telephone,jun,tue,186,1,nonexistent,no
478,34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,186,2,nonexistent,no
479,31,services,single,high.school,no,yes,no,telephone,may,wed,17,2,nonexistent,no
480,40,technician,married,professional.course,no,yes,no,cellular,nov,tue,130,1,nonexistent,no
481,44,management,married,university.degree,no,yes,no,cellular,nov,mon,130,1,failure,no
482,32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,144,1,nonexistent,no
483,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143,1,nonexistent,no
484,38,blue-collar,single,basic.6y,no,yes,no,cellular,nov,wed,328,1,nonexistent,no
486,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,203,1,nonexistent,no
487,32,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,23,2,nonexistent,no
488,40,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,61,2,nonexistent,no
490,43,admin.,married,university.degree,no,yes,no,cellular,nov,thu,197,2,nonexistent,no
491,29,admin.,single,university.degree,no,no,no,cellular,may,wed,132,2,nonexistent,no
492,39,services,married,professional.course,unknown,yes,no,telephone,may,thu,126,4,nonexistent,no
493,48,services,married,unknown,no,no,no,cellular,may,mon,486,2,nonexistent,no
494,31,technician,single,professional.course,no,yes,yes,cellular,may,mon,282,1,nonexistent,no
495,52,technician,married,professional.course,no,yes,no,cellular,jul,thu,402,2,nonexistent,no
496,23,management,single,university.degree,no,no,yes,cellular,jul,thu,49,1,nonexistent,no
497,55,admin.,married,university.degree,no,yes,no,telephone,mar,thu,220,7,nonexistent,no
498,56,services,married,high.school,unknown,no,yes,telephone,may,fri,90,3,nonexistent,no
499,63,retired,married,high.school,no,yes,no,cellular,oct,wed,96,1,nonexistent,yes
501,31,admin.,married,university.degree,no,yes,no,cellular,may,tue,179,1,nonexistent,no
502,30,admin.,divorced,high.school,no,yes,no,telephone,may,wed,62,4,failure,no
503,41,admin.,single,high.school,no,yes,no,cellular,may,thu,360,2,nonexistent,no
504,41,management,married,university.degree,no,yes,no,cellular,aug,thu,789,1,nonexistent,no
506,25,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,95,2,nonexistent,no
507,33,unemployed,single,university.degree,no,yes,no,telephone,may,tue,127,2,nonexistent,no
508,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,442,1,nonexistent,yes
509,41,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,188,4,nonexistent,no
510,35,management,married,university.degree,no,yes,yes,cellular,apr,thu,435,1,nonexistent,yes
511,28,admin.,single,university.degree,no,yes,no,telephone,may,fri,315,3,nonexistent,no
512,41,technician,single,university.degree,no,yes,no,cellular,jun,tue,118,1,failure,no
513,38,admin.,married,university.degree,no,yes,no,telephone,jun,wed,70,3,nonexistent,no
514,58,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,281,1,nonexistent,no
515,57,blue-collar,divorced,professional.course,no,no,no,telephone,may,thu,100,5,nonexistent,no
516,33,management,married,university.degree,no,yes,no,cellular,aug,tue,126,1,nonexistent,no
517,48,technician,married,professional.course,no,no,no,telephone,may,thu,145,4,nonexistent,no
518,48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,436,1,nonexistent,no
519,50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,93,1,nonexistent,no
520,36,technician,single,high.school,no,yes,no,cellular,may,thu,208,1,failure,no
521,33,self-employed,single,university.degree,no,no,no,telephone,may,tue,739,3,nonexistent,no
523,56,retired,married,university.degree,no,no,no,cellular,aug,tue,331,1,nonexistent,no
524,39,services,divorced,high.school,no,yes,no,cellular,nov,tue,46,1,nonexistent,no
526,51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,289,1,nonexistent,no
527,33,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,77,2,nonexistent,no
528,37,admin.,divorced,high.school,no,no,no,telephone,may,thu,51,10,nonexistent,no
529,36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,148,6,nonexistent,no
530,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,234,2,nonexistent,no
531,54,technician,married,university.degree,no,unknown,unknown,cellular,nov,mon,56,1,nonexistent,no
532,36,blue-collar,single,basic.6y,unknown,no,no,cellular,may,tue,141,1,failure,no
533,48,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,375,1,nonexistent,no
535,54,technician,married,university.degree,unknown,no,yes,telephone,may,mon,123,7,nonexistent,no
536,38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,nonexistent,yes
537,58,technician,married,basic.4y,no,no,no,telephone,jun,mon,317,1,nonexistent,no
538,46,technician,married,professional.course,no,no,no,telephone,may,mon,29,3,nonexistent,no
539,49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,1,nonexistent,no
540,42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,nonexistent,no
541,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,48,3,nonexistent,no
542,26,student,single,high.school,no,yes,no,telephone,oct,mon,209,1,nonexistent,no
543,33,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed,190,3,nonexistent,no
544,35,management,married,high.school,no,yes,no,cellular,nov,tue,417,1,nonexistent,no
545,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,204,1,nonexistent,no
546,44,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,90,4,nonexistent,no
547,33,technician,married,professional.course,no,no,no,cellular,aug,tue,1241,2,nonexistent,no
548,37,management,single,university.degree,no,yes,no,cellular,jul,wed,158,1,nonexistent,no
549,24,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342,2,nonexistent,yes
551,41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,208,2,nonexistent,no
552,57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,nonexistent,no
553,32,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,100,2,nonexistent,no
554,33,technician,single,high.school,no,yes,no,cellular,aug,mon,111,1,nonexistent,no
555,48,technician,single,professional.course,no,yes,no,cellular,may,wed,142,2,nonexistent,no
556,37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,thu,95,1,nonexistent,no
557,33,technician,married,university.degree,no,yes,no,cellular,jul,wed,162,6,nonexistent,no
